Customer ID,Age,Age_Bucket,Gender,Item Purchased,Category,Purchase Amount (USD),Bucketed Purchase Amount,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1525,22,18 - 25,Male,Socks,Clothing,76,Medium-High Spend ? 60–79 ,Massachusetts,L,Pink,Summer,4.4,No,Free Shipping,Yes,Yes,6,Cash,Fortnightly
1526,29,25 - 34,Male,Belt,Accessories,31,Low Spend ? 20–39,Oregon,M,Indigo,Winter,4.6,No,2-Day Shipping,Yes,Yes,22,Cash,Fortnightly
1527,41,35 - 44,Male,Jacket,Outerwear,22,Low Spend ? 20–39,Oklahoma,L,White,Summer,3.1,No,Next Day Air,Yes,Yes,27,PayPal,Monthly
1528,26,25 - 34,Male,Hat,Accessories,75,Medium-High Spend ? 60–79 ,Wisconsin,L,Red,Fall,4.5,No,2-Day Shipping,Yes,Yes,33,Debit Card,Fortnightly
1529,69,55 - 70,Male,T-shirt,Clothing,75,Medium-High Spend ? 60–79 ,Oregon,S,Red,Spring,4,No,Store Pickup,Yes,Yes,47,Venmo,Fortnightly
1530,20,18 - 25,Male,Backpack,Accessories,63,Medium-High Spend ? 60–79 ,Georgia,M,Lavender,Winter,3.1,No,Free Shipping,Yes,Yes,48,Credit Card,Fortnightly
1531,59,55 - 70,Male,Coat,Outerwear,21,Low Spend ? 20–39,New Mexico,M,Teal,Spring,3.9,No,Next Day Air,Yes,Yes,22,Bank Transfer,Quarterly
1532,63,55 - 70,Male,Backpack,Accessories,83,High Spend ? 80–100,Mississippi,S,Violet,Spring,4.5,No,Next Day Air,Yes,Yes,8,PayPal,Fortnightly
1533,68,55 - 70,Male,Jacket,Outerwear,46, Medium-Low Spend ? 40–59 ,Wisconsin,S,Silver,Winter,4.4,No,Next Day Air,Yes,Yes,5,PayPal,Quarterly
1534,50,44 - 54,Male,Shoes,Footwear,59, Medium-Low Spend ? 40–59 ,New Hampshire,M,Gold,Summer,3.6,No,2-Day Shipping,Yes,Yes,16,Bank Transfer,Quarterly
1535,55,55 - 70,Male,Blouse,Clothing,66,Medium-High Spend ? 60–79 ,Wyoming,M,Green,Summer,3.4,No,Free Shipping,Yes,Yes,26,Venmo,Fortnightly
1536,36,35 - 44,Male,Sandals,Footwear,74,Medium-High Spend ? 60–79 ,West Virginia,S,Turquoise,Fall,4,No,2-Day Shipping,Yes,Yes,8,Venmo,Monthly
1537,18,18 - 25,Male,Sunglasses,Accessories,82,High Spend ? 80–100,Michigan,M,Indigo,Summer,2.6,No,Store Pickup,Yes,Yes,17,Cash,Quarterly
1538,68,55 - 70,Male,Shoes,Footwear,89,High Spend ? 80–100,Alaska,L,Black,Spring,3.2,No,Next Day Air,Yes,Yes,50,Venmo,Annually
1539,56,55 - 70,Male,Dress,Clothing,65,Medium-High Spend ? 60–79 ,Illinois,L,Charcoal,Fall,3.2,No,Standard,Yes,Yes,22,Venmo,Fortnightly
1540,32,25 - 34,Male,Belt,Accessories,55, Medium-Low Spend ? 40–59 ,Hawaii,M,Turquoise,Spring,5,No,2-Day Shipping,Yes,Yes,19,Cash,Quarterly
1541,28,25 - 34,Male,Shorts,Clothing,95,High Spend ? 80–100,Colorado,M,Red,Winter,2.9,No,Next Day Air,Yes,Yes,14,Bank Transfer,Monthly
1542,24,18 - 25,Male,Handbag,Accessories,77,Medium-High Spend ? 60–79 ,Illinois,S,Indigo,Winter,2.9,No,Store Pickup,Yes,Yes,35,Cash,Fortnightly
1543,59,55 - 70,Male,Blouse,Clothing,44, Medium-Low Spend ? 40–59 ,Hawaii,M,Maroon,Winter,3.5,No,Next Day Air,Yes,Yes,43,PayPal,Weekly
1544,56,55 - 70,Male,Jeans,Clothing,89,High Spend ? 80–100,Wisconsin,M,Indigo,Fall,4,No,Standard,Yes,Yes,24,Venmo,Annually
1545,30,25 - 34,Male,Jewelry,Accessories,24,Low Spend ? 20–39,Arkansas,M,Maroon,Spring,3.9,No,Standard,Yes,Yes,17,Debit Card,Fortnightly
1546,48,44 - 54,Male,Belt,Accessories,43, Medium-Low Spend ? 40–59 ,Delaware,M,Black,Winter,4.9,No,Store Pickup,Yes,Yes,49,Bank Transfer,Annually
1547,60,55 - 70,Male,Sneakers,Footwear,51, Medium-Low Spend ? 40–59 ,Oregon,XL,Purple,Summer,3.8,No,Express,Yes,Yes,17,Bank Transfer,Annually
1548,46,44 - 54,Male,Hat,Accessories,46, Medium-Low Spend ? 40–59 ,South Carolina,L,Teal,Summer,3.5,No,Standard,Yes,Yes,40,Cash,Quarterly
1549,69,55 - 70,Male,Dress,Clothing,32,Low Spend ? 20–39,Maryland,M,Silver,Summer,3.7,No,Store Pickup,Yes,Yes,43,Bank Transfer,Weekly
1550,19,18 - 25,Male,Sneakers,Footwear,55, Medium-Low Spend ? 40–59 ,Kansas,M,Black,Spring,2.9,No,2-Day Shipping,Yes,Yes,19,Debit Card,Quarterly
1551,66,55 - 70,Male,Sunglasses,Accessories,26,Low Spend ? 20–39,Arkansas,S,Black,Summer,2.8,No,Free Shipping,Yes,Yes,40,Bank Transfer,Quarterly
1552,64,55 - 70,Male,Handbag,Accessories,29,Low Spend ? 20–39,Minnesota,M,Olive,Summer,3.7,No,2-Day Shipping,Yes,Yes,13,Credit Card,Monthly
1553,54,44 - 54,Male,Blouse,Clothing,49, Medium-Low Spend ? 40–59 ,New Mexico,L,Purple,Spring,3,No,Express,Yes,Yes,20,Credit Card,Monthly
1554,27,25 - 34,Male,Blouse,Clothing,45, Medium-Low Spend ? 40–59 ,Delaware,M,Indigo,Spring,4.8,No,Free Shipping,Yes,Yes,21,Debit Card,Quarterly
1555,64,55 - 70,Male,Shorts,Clothing,48, Medium-Low Spend ? 40–59 ,Utah,S,Lavender,Winter,2.7,No,Standard,Yes,Yes,18,Cash,Fortnightly
1556,43,35 - 44,Male,Shorts,Clothing,47, Medium-Low Spend ? 40–59 ,Ohio,S,Cyan,Winter,4.5,No,Free Shipping,Yes,Yes,44,Cash,Quarterly
1557,43,35 - 44,Male,Hoodie,Clothing,57, Medium-Low Spend ? 40–59 ,Alabama,M,Gold,Fall,2.7,No,Standard,Yes,Yes,26,Credit Card,Quarterly
1558,27,25 - 34,Male,Backpack,Accessories,34,Low Spend ? 20–39,South Dakota,L,Magenta,Fall,3.5,No,Next Day Air,Yes,Yes,34,PayPal,Quarterly
1559,35,35 - 44,Male,Sunglasses,Accessories,75,Medium-High Spend ? 60–79 ,New Mexico,XL,Teal,Fall,3.5,No,Express,Yes,Yes,24,Credit Card,Quarterly
1560,43,35 - 44,Male,Scarf,Accessories,94,High Spend ? 80–100,Oregon,L,Beige,Fall,4.5,No,Store Pickup,Yes,Yes,23,PayPal,Fortnightly
1561,57,55 - 70,Male,Hat,Accessories,84,High Spend ? 80–100,Oregon,M,Teal,Winter,3.8,No,Free Shipping,Yes,Yes,3,Debit Card,Weekly
1562,50,44 - 54,Male,Scarf,Accessories,38,Low Spend ? 20–39,Mississippi,M,Indigo,Summer,3.8,No,Standard,Yes,Yes,2,Bank Transfer,Quarterly
1563,37,35 - 44,Male,Scarf,Accessories,75,Medium-High Spend ? 60–79 ,Alabama,M,Purple,Winter,3.2,No,Next Day Air,Yes,Yes,23,Venmo,Fortnightly
1564,68,55 - 70,Male,Pants,Clothing,44, Medium-Low Spend ? 40–59 ,Kansas,M,Teal,Fall,4.3,No,Next Day Air,Yes,Yes,8,Cash,Weekly
1565,22,18 - 25,Male,Backpack,Accessories,33,Low Spend ? 20–39,California,XL,Turquoise,Summer,4.5,No,Next Day Air,Yes,Yes,30,Debit Card,Quarterly
1566,58,55 - 70,Male,Sunglasses,Accessories,93,High Spend ? 80–100,Idaho,L,Peach,Fall,4.2,No,Free Shipping,Yes,Yes,48,PayPal,Annually
1567,48,44 - 54,Male,Sneakers,Footwear,99,High Spend ? 80–100,Wyoming,S,Green,Winter,3,No,Free Shipping,Yes,Yes,21,Cash,Fortnightly
1568,30,25 - 34,Male,Backpack,Accessories,33,Low Spend ? 20–39,Minnesota,M,Turquoise,Spring,4.1,No,Standard,Yes,Yes,9,Cash,Monthly
1569,51,44 - 54,Male,Sneakers,Footwear,76,Medium-High Spend ? 60–79 ,Washington,L,Yellow,Spring,4.6,No,Store Pickup,Yes,Yes,8,Debit Card,Monthly
1570,20,18 - 25,Male,Skirt,Clothing,63,Medium-High Spend ? 60–79 ,Hawaii,M,Orange,Summer,2.9,No,Standard,Yes,Yes,29,Debit Card,Weekly
1571,30,25 - 34,Male,Pants,Clothing,41, Medium-Low Spend ? 40–59 ,Missouri,L,Brown,Winter,4.8,No,Next Day Air,Yes,Yes,3,Bank Transfer,Quarterly
1572,28,25 - 34,Male,Jewelry,Accessories,88,High Spend ? 80–100,Colorado,L,Silver,Winter,4.5,No,Next Day Air,Yes,Yes,11,Bank Transfer,Fortnightly
1573,37,35 - 44,Male,Skirt,Clothing,92,High Spend ? 80–100,Washington,L,White,Summer,3.4,No,2-Day Shipping,Yes,Yes,16,Debit Card,Monthly
1574,36,35 - 44,Male,T-shirt,Clothing,31,Low Spend ? 20–39,North Dakota,L,Indigo,Summer,4.3,No,2-Day Shipping,Yes,Yes,25,Debit Card,Weekly
1575,18,18 - 25,Male,Skirt,Clothing,25,Low Spend ? 20–39,Minnesota,S,Magenta,Spring,4.2,No,Free Shipping,Yes,Yes,32,PayPal,Fortnightly
1576,52,44 - 54,Male,Shirt,Clothing,28,Low Spend ? 20–39,California,M,Turquoise,Spring,3.6,No,Next Day Air,Yes,Yes,28,Cash,Fortnightly
1577,56,55 - 70,Male,Dress,Clothing,75,Medium-High Spend ? 60–79 ,Michigan,M,White,Spring,3.7,No,2-Day Shipping,Yes,Yes,36,PayPal,Monthly
1578,68,55 - 70,Male,Boots,Footwear,34,Low Spend ? 20–39,Delaware,S,Olive,Spring,4,No,Standard,Yes,Yes,7,Venmo,Fortnightly
1579,62,55 - 70,Male,Pants,Clothing,97,High Spend ? 80–100,California,S,Maroon,Winter,4.9,No,2-Day Shipping,Yes,Yes,2,PayPal,Quarterly
1580,35,35 - 44,Male,Jacket,Outerwear,80,High Spend ? 80–100,Oklahoma,M,Violet,Summer,3.1,No,Free Shipping,Yes,Yes,6,Bank Transfer,Monthly
1581,65,55 - 70,Male,Sneakers,Footwear,71,Medium-High Spend ? 60–79 ,North Dakota,L,Cyan,Summer,3.7,No,Standard,Yes,Yes,30,Cash,Annually
1582,69,55 - 70,Male,Jewelry,Accessories,77,Medium-High Spend ? 60–79 ,Ohio,L,Teal,Fall,4.2,No,Free Shipping,Yes,Yes,46,Cash,Quarterly
1583,28,25 - 34,Male,Belt,Accessories,41, Medium-Low Spend ? 40–59 ,Hawaii,L,Red,Spring,2.5,No,Next Day Air,Yes,Yes,39,Cash,Monthly
1584,37,35 - 44,Male,Scarf,Accessories,92,High Spend ? 80–100,Maryland,XL,Yellow,Summer,4.3,No,Next Day Air,Yes,Yes,8,Venmo,Annually
1585,41,35 - 44,Male,Blouse,Clothing,95,High Spend ? 80–100,Hawaii,S,Silver,Spring,3.1,No,Store Pickup,Yes,Yes,46,Credit Card,Quarterly
1586,37,35 - 44,Male,Sweater,Clothing,25,Low Spend ? 20–39,Alabama,M,Charcoal,Fall,3,No,Next Day Air,Yes,Yes,40,Debit Card,Fortnightly
1587,25,18 - 25,Male,Boots,Footwear,77,Medium-High Spend ? 60–79 ,Oklahoma,M,Purple,Fall,4,No,Express,Yes,Yes,21,Bank Transfer,Weekly
1588,41,35 - 44,Male,Socks,Clothing,99,High Spend ? 80–100,Alabama,M,Beige,Summer,3.5,No,Free Shipping,Yes,Yes,33,Credit Card,Fortnightly
1589,48,44 - 54,Male,Belt,Accessories,24,Low Spend ? 20–39,Vermont,L,Cyan,Winter,3.2,No,Next Day Air,Yes,Yes,3,Venmo,Monthly
1590,42,35 - 44,Male,Sneakers,Footwear,72,Medium-High Spend ? 60–79 ,Ohio,M,Silver,Summer,2.7,No,Store Pickup,Yes,Yes,48,Cash,Weekly
1591,54,44 - 54,Male,Jeans,Clothing,80,High Spend ? 80–100,Wisconsin,S,Pink,Winter,3,No,Free Shipping,Yes,Yes,8,PayPal,Annually
1592,18,18 - 25,Male,Skirt,Clothing,100,High Spend ? 80–100,South Dakota,L,Gold,Winter,2.9,No,Next Day Air,Yes,Yes,24,PayPal,Annually
1593,56,55 - 70,Male,Shoes,Footwear,83,High Spend ? 80–100,Iowa,M,Cyan,Summer,3.3,No,Free Shipping,Yes,Yes,10,Bank Transfer,Quarterly
1594,61,55 - 70,Male,Dress,Clothing,95,High Spend ? 80–100,Maryland,M,Black,Spring,4.9,No,2-Day Shipping,Yes,Yes,25,Bank Transfer,Monthly
1595,40,35 - 44,Male,Handbag,Accessories,41, Medium-Low Spend ? 40–59 ,Colorado,XL,Charcoal,Summer,3.7,No,Store Pickup,Yes,Yes,3,Cash,Fortnightly
1596,34,25 - 34,Male,Backpack,Accessories,35,Low Spend ? 20–39,Wisconsin,S,Magenta,Spring,3.5,No,Standard,Yes,Yes,45,Debit Card,Fortnightly
1597,42,35 - 44,Male,Jewelry,Accessories,30,Low Spend ? 20–39,Mississippi,S,Pink,Fall,4.7,No,Store Pickup,Yes,Yes,15,Debit Card,Monthly
1598,43,35 - 44,Male,Hat,Accessories,21,Low Spend ? 20–39,Mississippi,XL,Maroon,Winter,2.6,No,Store Pickup,Yes,Yes,34,Bank Transfer,Quarterly
1599,47,44 - 54,Male,Jewelry,Accessories,85,High Spend ? 80–100,California,M,Teal,Fall,4.1,No,Express,Yes,Yes,21,Venmo,Fortnightly
1600,48,44 - 54,Male,Shirt,Clothing,54, Medium-Low Spend ? 40–59 ,Delaware,M,Orange,Winter,2.8,No,2-Day Shipping,Yes,Yes,22,Debit Card,Fortnightly
1601,20,18 - 25,Male,Boots,Footwear,26,Low Spend ? 20–39,Montana,S,Yellow,Spring,4.7,No,Next Day Air,Yes,Yes,24,PayPal,Weekly
1602,65,55 - 70,Male,Shirt,Clothing,59, Medium-Low Spend ? 40–59 ,Indiana,XL,Red,Spring,2.9,No,Store Pickup,Yes,Yes,33,Credit Card,Monthly
1603,54,44 - 54,Male,Sunglasses,Accessories,48, Medium-Low Spend ? 40–59 ,West Virginia,S,Charcoal,Winter,2.8,No,Free Shipping,Yes,Yes,13,Venmo,Fortnightly
1604,23,18 - 25,Male,Shorts,Clothing,98,High Spend ? 80–100,Iowa,L,Black,Summer,4.3,No,Next Day Air,Yes,Yes,17,Debit Card,Fortnightly
1605,18,18 - 25,Male,Sweater,Clothing,92,High Spend ? 80–100,Maine,M,White,Summer,4.8,No,2-Day Shipping,Yes,Yes,25,Credit Card,Quarterly
1606,70,55 - 70,Male,Belt,Accessories,46, Medium-Low Spend ? 40–59 ,Connecticut,M,Lavender,Winter,3.4,No,Next Day Air,Yes,Yes,15,Credit Card,Fortnightly
1607,55,55 - 70,Male,T-shirt,Clothing,21,Low Spend ? 20–39,Kansas,S,White,Spring,4.3,No,Standard,Yes,Yes,4,PayPal,Fortnightly
1608,49,44 - 54,Male,Shorts,Clothing,72,Medium-High Spend ? 60–79 ,Vermont,S,Gray,Fall,2.7,No,Free Shipping,Yes,Yes,43,Debit Card,Quarterly
1609,26,25 - 34,Male,Sandals,Footwear,58, Medium-Low Spend ? 40–59 ,Nebraska,XL,Cyan,Fall,4.6,No,Next Day Air,Yes,Yes,12,Bank Transfer,Fortnightly
1610,33,25 - 34,Male,Shirt,Clothing,93,High Spend ? 80–100,Nevada,S,Brown,Fall,4.1,No,Standard,Yes,Yes,3,Venmo,Monthly
1611,20,18 - 25,Male,Socks,Clothing,31,Low Spend ? 20–39,Tennessee,L,Purple,Spring,3.4,No,2-Day Shipping,Yes,Yes,1,PayPal,Annually
1612,41,35 - 44,Male,Pants,Clothing,26,Low Spend ? 20–39,Arkansas,L,Yellow,Winter,4.5,No,Next Day Air,Yes,Yes,6,Debit Card,Monthly
1613,18,18 - 25,Male,Skirt,Clothing,68,Medium-High Spend ? 60–79 ,Wisconsin,M,Indigo,Summer,4.4,No,Standard,Yes,Yes,26,Venmo,Monthly
1614,26,25 - 34,Male,Jewelry,Accessories,31,Low Spend ? 20–39,Illinois,S,Black,Summer,4,No,Next Day Air,Yes,Yes,6,Credit Card,Fortnightly
1615,30,25 - 34,Male,T-shirt,Clothing,41, Medium-Low Spend ? 40–59 ,Kansas,S,Gray,Summer,3.4,No,Free Shipping,Yes,Yes,22,Cash,Fortnightly
1616,64,55 - 70,Male,Jewelry,Accessories,62,Medium-High Spend ? 60–79 ,New York,M,Indigo,Fall,3.2,No,Standard,Yes,Yes,45,Cash,Fortnightly
1617,26,25 - 34,Male,Hat,Accessories,41, Medium-Low Spend ? 40–59 ,Colorado,M,Green,Spring,3.4,No,Standard,Yes,Yes,50,Cash,Quarterly
1618,43,35 - 44,Male,Blouse,Clothing,64,Medium-High Spend ? 60–79 ,Wisconsin,M,Peach,Winter,4.3,No,Standard,Yes,Yes,50,Credit Card,Fortnightly
1619,63,55 - 70,Male,Sandals,Footwear,72,Medium-High Spend ? 60–79 ,Michigan,L,Purple,Summer,5,No,Standard,Yes,Yes,39,Debit Card,Quarterly
1620,57,55 - 70,Male,Handbag,Accessories,78,Medium-High Spend ? 60–79 ,Hawaii,L,Beige,Winter,3.5,No,Store Pickup,Yes,Yes,50,Venmo,Fortnightly
1621,25,18 - 25,Male,Hat,Accessories,47, Medium-Low Spend ? 40–59 ,Virginia,M,Charcoal,Winter,3.1,No,2-Day Shipping,Yes,Yes,27,PayPal,Quarterly
1622,68,55 - 70,Male,Scarf,Accessories,46, Medium-Low Spend ? 40–59 ,Ohio,L,Gray,Summer,3.9,No,2-Day Shipping,Yes,Yes,38,Debit Card,Fortnightly
1623,31,25 - 34,Male,Shorts,Clothing,43, Medium-Low Spend ? 40–59 ,Missouri,S,Brown,Winter,4,No,Store Pickup,Yes,Yes,37,Bank Transfer,Quarterly
1624,64,55 - 70,Male,Backpack,Accessories,58, Medium-Low Spend ? 40–59 ,Indiana,M,Cyan,Summer,3.5,No,Next Day Air,Yes,Yes,50,Debit Card,Annually
1625,38,35 - 44,Male,Sweater,Clothing,32,Low Spend ? 20–39,Florida,M,White,Winter,3.6,No,Free Shipping,Yes,Yes,40,PayPal,Quarterly
1626,34,25 - 34,Male,Skirt,Clothing,45, Medium-Low Spend ? 40–59 ,Minnesota,L,Beige,Winter,3,No,Next Day Air,Yes,Yes,3,PayPal,Fortnightly
1627,32,25 - 34,Male,Sneakers,Footwear,35,Low Spend ? 20–39,Nevada,L,Orange,Summer,2.6,No,Next Day Air,Yes,Yes,45,Credit Card,Fortnightly
1628,69,55 - 70,Male,Sunglasses,Accessories,21,Low Spend ? 20–39,Maine,M,Olive,Winter,2.9,No,Next Day Air,Yes,Yes,8,Credit Card,Annually
1629,45,44 - 54,Male,Dress,Clothing,64,Medium-High Spend ? 60–79 ,Massachusetts,S,Teal,Winter,3.1,No,Next Day Air,Yes,Yes,7,Cash,Monthly
1630,35,35 - 44,Male,Blouse,Clothing,88,High Spend ? 80–100,North Dakota,S,Silver,Spring,3.3,No,Next Day Air,Yes,Yes,13,Venmo,Quarterly
1631,63,55 - 70,Male,Shoes,Footwear,48, Medium-Low Spend ? 40–59 ,New Jersey,M,Gold,Summer,2.9,No,Store Pickup,Yes,Yes,29,Venmo,Quarterly
1632,65,55 - 70,Male,Sweater,Clothing,36,Low Spend ? 20–39,Indiana,L,Violet,Summer,3.9,No,2-Day Shipping,Yes,Yes,7,Bank Transfer,Fortnightly
1633,35,35 - 44,Male,Gloves,Accessories,28,Low Spend ? 20–39,Oregon,S,White,Summer,4.7,No,2-Day Shipping,Yes,Yes,50,Debit Card,Quarterly
1634,54,44 - 54,Male,Socks,Clothing,80,High Spend ? 80–100,North Dakota,M,Peach,Spring,4.4,No,2-Day Shipping,Yes,Yes,33,Debit Card,Fortnightly
1635,28,25 - 34,Male,Coat,Outerwear,23,Low Spend ? 20–39,South Carolina,S,Orange,Summer,3.6,No,Store Pickup,Yes,Yes,30,Cash,Quarterly
1636,68,55 - 70,Male,Sunglasses,Accessories,24,Low Spend ? 20–39,North Carolina,L,Violet,Summer,3.2,No,Standard,Yes,Yes,40,Cash,Annually
1637,58,55 - 70,Male,Boots,Footwear,22,Low Spend ? 20–39,North Dakota,L,Green,Fall,4,No,Free Shipping,Yes,Yes,49,Cash,Fortnightly
1638,35,35 - 44,Male,Dress,Clothing,21,Low Spend ? 20–39,Massachusetts,M,Peach,Spring,3.5,No,Next Day Air,Yes,Yes,32,Venmo,Fortnightly
1639,68,55 - 70,Male,Jacket,Outerwear,51, Medium-Low Spend ? 40–59 ,Tennessee,M,Black,Spring,4.6,No,Free Shipping,Yes,Yes,18,Venmo,Weekly
1640,41,35 - 44,Male,Gloves,Accessories,65,Medium-High Spend ? 60–79 ,Missouri,L,Blue,Summer,3.3,No,Free Shipping,Yes,Yes,50,PayPal,Annually
1641,65,55 - 70,Male,Scarf,Accessories,51, Medium-Low Spend ? 40–59 ,Tennessee,S,Magenta,Spring,4,No,2-Day Shipping,Yes,Yes,13,PayPal,Weekly
1642,50,44 - 54,Male,Hoodie,Clothing,32,Low Spend ? 20–39,Colorado,L,Violet,Summer,3.4,No,Free Shipping,Yes,Yes,1,Bank Transfer,Quarterly
1643,18,18 - 25,Male,Coat,Outerwear,70,Medium-High Spend ? 60–79 ,Mississippi,M,Beige,Spring,4.2,No,Store Pickup,Yes,Yes,16,PayPal,Fortnightly
1644,38,35 - 44,Male,Scarf,Accessories,77,Medium-High Spend ? 60–79 ,Ohio,L,Pink,Summer,3.9,No,2-Day Shipping,Yes,Yes,6,PayPal,Monthly
1645,68,55 - 70,Male,Coat,Outerwear,90,High Spend ? 80–100,North Carolina,S,Beige,Summer,3.9,No,Next Day Air,Yes,Yes,21,Debit Card,Monthly
1646,53,44 - 54,Male,Scarf,Accessories,36,Low Spend ? 20–39,Ohio,L,Green,Summer,2.8,No,Standard,Yes,Yes,36,Venmo,Quarterly
1647,58,55 - 70,Male,Handbag,Accessories,77,Medium-High Spend ? 60–79 ,Nebraska,S,Silver,Summer,3.7,No,Standard,Yes,Yes,20,Bank Transfer,Quarterly
1648,34,25 - 34,Male,Boots,Footwear,78,Medium-High Spend ? 60–79 ,Hawaii,M,Purple,Summer,4.9,No,Store Pickup,Yes,Yes,8,Debit Card,Quarterly
1649,36,35 - 44,Male,Pants,Clothing,69,Medium-High Spend ? 60–79 ,Oklahoma,M,Gray,Summer,2.6,No,Express,Yes,Yes,22,Credit Card,Monthly
1650,58,55 - 70,Male,T-shirt,Clothing,63,Medium-High Spend ? 60–79 ,Wisconsin,M,White,Summer,4.9,No,Free Shipping,Yes,Yes,3,Credit Card,Quarterly
1651,60,55 - 70,Male,Scarf,Accessories,36,Low Spend ? 20–39,Arkansas,M,Silver,Winter,3.4,No,Next Day Air,Yes,Yes,46,Credit Card,Fortnightly
1652,59,55 - 70,Male,Coat,Outerwear,80,High Spend ? 80–100,Texas,M,Blue,Winter,3.9,No,Standard,Yes,Yes,42,Debit Card,Monthly
1653,65,55 - 70,Male,Sweater,Clothing,35,Low Spend ? 20–39,New Mexico,M,Orange,Summer,4,No,Next Day Air,Yes,Yes,1,Bank Transfer,Fortnightly
1654,31,25 - 34,Male,Belt,Accessories,93,High Spend ? 80–100,Colorado,L,Silver,Winter,3,No,2-Day Shipping,Yes,Yes,29,Debit Card,Fortnightly
1655,43,35 - 44,Male,Belt,Accessories,25,Low Spend ? 20–39,Indiana,L,Gray,Spring,2.6,No,Store Pickup,Yes,Yes,14,Credit Card,Quarterly
1656,37,35 - 44,Male,Sweater,Clothing,81,High Spend ? 80–100,Arizona,L,Gold,Spring,3.2,No,Next Day Air,Yes,Yes,4,PayPal,Monthly
1657,21,18 - 25,Male,Blouse,Clothing,42, Medium-Low Spend ? 40–59 ,Indiana,L,Brown,Spring,2.6,No,2-Day Shipping,Yes,Yes,41,PayPal,Quarterly
1658,69,55 - 70,Male,Skirt,Clothing,36,Low Spend ? 20–39,Indiana,L,Turquoise,Spring,3.2,No,Store Pickup,Yes,Yes,4,Debit Card,Fortnightly
1659,32,25 - 34,Male,Jewelry,Accessories,66,Medium-High Spend ? 60–79 ,Alaska,S,Pink,Spring,4.1,No,Store Pickup,Yes,Yes,47,Cash,Weekly
1660,53,44 - 54,Male,Gloves,Accessories,37,Low Spend ? 20–39,Utah,M,Black,Fall,3.9,No,Next Day Air,Yes,Yes,44,Venmo,Annually
1661,59,55 - 70,Male,T-shirt,Clothing,45, Medium-Low Spend ? 40–59 ,Louisiana,L,Yellow,Winter,4.1,No,Standard,Yes,Yes,37,Venmo,Monthly
1662,64,55 - 70,Male,Gloves,Accessories,86,High Spend ? 80–100,Iowa,S,Beige,Summer,2.7,No,2-Day Shipping,Yes,Yes,21,Debit Card,Quarterly
1663,63,55 - 70,Male,Sunglasses,Accessories,24,Low Spend ? 20–39,New Mexico,M,Olive,Winter,4.6,No,Free Shipping,Yes,Yes,46,Debit Card,Fortnightly
1664,43,35 - 44,Male,Shirt,Clothing,22,Low Spend ? 20–39,Maine,XL,Gold,Summer,3.5,No,Standard,Yes,Yes,1,Cash,Fortnightly
1665,19,18 - 25,Male,Handbag,Accessories,53, Medium-Low Spend ? 40–59 ,Minnesota,M,Purple,Spring,5,No,Next Day Air,Yes,Yes,35,PayPal,Weekly
1666,40,35 - 44,Male,Jacket,Outerwear,41, Medium-Low Spend ? 40–59 ,New Mexico,L,Pink,Fall,3.4,No,Next Day Air,Yes,Yes,49,Venmo,Monthly
1667,51,44 - 54,Male,Skirt,Clothing,64,Medium-High Spend ? 60–79 ,Arkansas,M,Blue,Summer,3.1,No,Store Pickup,Yes,Yes,47,PayPal,Annually
1668,51,44 - 54,Male,Handbag,Accessories,40, Medium-Low Spend ? 40–59 ,Oklahoma,L,Brown,Winter,3.4,No,2-Day Shipping,Yes,Yes,24,Bank Transfer,Quarterly
1669,66,55 - 70,Male,Blouse,Clothing,33,Low Spend ? 20–39,Utah,L,Charcoal,Summer,4,No,Standard,Yes,Yes,28,Debit Card,Fortnightly
1670,42,35 - 44,Male,T-shirt,Clothing,59, Medium-Low Spend ? 40–59 ,Wisconsin,L,Maroon,Winter,2.7,No,Store Pickup,Yes,Yes,22,Bank Transfer,Quarterly
1671,22,18 - 25,Male,Pants,Clothing,73,Medium-High Spend ? 60–79 ,Utah,L,Cyan,Fall,3.6,No,Free Shipping,Yes,Yes,20,Cash,Weekly
1672,31,25 - 34,Male,Hoodie,Clothing,22,Low Spend ? 20–39,Utah,M,Olive,Winter,4,No,Free Shipping,Yes,Yes,25,Bank Transfer,Weekly
1673,18,18 - 25,Male,Boots,Footwear,73,Medium-High Spend ? 60–79 ,South Carolina,L,Gold,Fall,3.8,No,Free Shipping,Yes,Yes,15,Venmo,Quarterly
1674,21,18 - 25,Male,Blouse,Clothing,62,Medium-High Spend ? 60–79 ,Hawaii,M,Violet,Fall,3.4,No,Next Day Air,Yes,Yes,49,Venmo,Fortnightly
1675,35,35 - 44,Male,Coat,Outerwear,56, Medium-Low Spend ? 40–59 ,Alaska,M,Peach,Winter,3.2,No,Free Shipping,Yes,Yes,10,Debit Card,Fortnightly
1676,35,35 - 44,Male,Pants,Clothing,90,High Spend ? 80–100,Colorado,M,Beige,Spring,4.7,No,Next Day Air,Yes,Yes,21,Credit Card,Annually
1677,27,25 - 34,Male,Sunglasses,Accessories,44, Medium-Low Spend ? 40–59 ,West Virginia,M,Cyan,Winter,3.1,No,Next Day Air,Yes,Yes,34,Bank Transfer,Weekly
1678,65,55 - 70,Male,Jeans,Clothing,35,Low Spend ? 20–39,Oregon,L,Silver,Summer,3.3,No,Next Day Air,No,No,41,Debit Card,Weekly
